Medicine Name,Symptom,Description
HEPAR SULPHUR,Ears,"Scurfs on and behind the ears. Discharge of fetid pus from the ears. Whizzing and throbbing in the ears, with hardness of hearing. Deafness after scarlet fever. Pustules in auditory canal and auricle. Mastoiditis."
HEPAR SULPHUR,Nose,"Sore, ulcerated. Soreness of nostrils, with catarrhal troubles. Sneezes every time he goes into a cold, dry wind, with running from nose, later, thick, offensive discharge. Stopped up every time he goes out into cold air. Smell like old cheese. Hay-fever (Hepar 1x will often start secretions and profuse drainage in stuffy colds)."
HEPAR SULPHUR,Face,"Yellowish complexion. Middle of lower lip cracked. Vesicular erysipelas, with pricking in parts. Neuralgia of right side, extending in streak into temple, ear, alae, and lip. Pains in bones of face, especially when being touched. Ulcers in corners of mouth. Shooting in jaw on opening mouth."
HEPAR SULPHUR,Mouth,Ptyalism. Gums and mouth painful to touch and bleed readily.
HEPAR SULPHUR,Throat,"When swallowing, sensation as if a plug and of a splinter in throat. Quinsy, with impending suppuration. Stitches in throat extending to the ear when swallowing. Hawking up of mucus."
HEPAR SULPHUR,Stomach,"Longing for acids, wine, and strong-tasting food. Aversion to fat food. Frequent eructations, without taste or smell. Distention of stomach, compelling one to loosen the clothing. Burning in stomach. Heaviness and pressure in stomach after a slight meal."
HEPAR SULPHUR,Abdomen,"Stitching in region of liver when walking, coughing, breathing, or touching it (Bry; Merc). Hepatitis, hepatic abscess; abdomen distended, tense; chronic abdominal affections."
HEPAR SULPHUR,Stool,"Clay-colored and soft. Sour, white, undigested, fetid. Loss of power to expel even a soft stool."
HEPAR SULPHUR,Urine,"Voided slowly, without force-drops vertically, bladder weak. Seems as if some always remained. Greasy pellicle on urine. Bladder difficulties of old men (Phos; Sulph; Copaiva)."
HEPAR SULPHUR,Male,"Herpes, sensitive, bleed easily. Ulcers externally on prepuce similar to chancre (Nitr acid). Excitement and emission without amorous fancies. Itching of glans, fraenum, and scrotum. Suppurating inguinal glands. Figwarts of offensive odor. Humid soreness on genitals and between scrotum and thigh. Obstinate gonorrhoea ""does not get well""."
HEPAR SULPHUR,Female,"Discharge of blood from uterus. Itching of pudenda and nipples, worse during menses. Menses late and scanty. Abscesses of labiae with great sensitiveness. Extremely offensive leucorrhoea. Smells like old cheese (Sanicula). Profuse perspiration at the climacteric (Tilia; Jaborandi)."
HEPAR SULPHUR,Respiratory,"Loses voice and coughs when exposed to dry, cold wind. Hoarseness, with loss of voice. Cough troublesome when walking. Dry, hoarse cough. Cough excited whenever any part of the body gets cold or uncovered, or from eating anything cold. Croup with loose, rattling cough; worse in morning. Choking cough. Rattling, croaking cough; suffocative attacks; has to rise up and bend head backwards. Anxious, wheezing, moist breathing, asthma worse in dry cold air; better in damp. Palpitation of heart."
HEPAR SULPHUR,Extremities,Finger-joints swollen; tendency to easy dislocation. Nail of great toe painful on slight pressure.
HEPAR SULPHUR,Skin,"Abscesses; suppurating glands are very sensitive. Papules prone to suppurate and extend. Acne in youth. Suppurate with prickly pain. Easily bleed. Angio-neurotic oedema. Unhealthy skin; every little injury suppurates. Chapped skin, with deep cracks on hands and feet. Ulcers, with bloody suppuration, smelling like old cheese. Ulcers very sensitive to contact, burning, stinging, easily bleeding. Sweats day and night without relief. ""Cold-sores"" very sensitive. Cannot bear to be uncovered; wants to be wrapped up warmly. Sticking or pricking in afflicted parts. Putrid ulcers, surrounded by little pimples. Great sensitiveness to slightest touch. Chronic and recurring urticaria. Small-pox. Herpes circinatus. Constant offensive exhalation from the body."
HEPAR SULPHUR,Fever,"Chilly in open air or from slightest draught. Dry heat at night. Profuse sweat; sour, sticky, offensive."
HEPAR SULPHUR,Modalities,"Worse, from dry cold winds; cool air; slightest draught, from Mercury, touch; lying on painful side. Better, in damp weather, from wrapping head up, from warmth, after eating."
HEPAR SULPHUR,Relationship,Antidotes: Bellad; Cham; Sil.
HEPAR SULPHUR,Dose,"First to 200th. The higher potencies may abort suppuration, the lower promote it. If it is necessary to hasten it, give 2x."
HELONIAS DIOICA,Mind,"Profound melancholy. Patient is better when kept busy, with mind engaged, when doing something. Irritable; cannot endure the least contradiction."
HELONIAS DIOICA,Head,"Burning sensation on top. Headache, better mental exertion."
HELONIAS DIOICA,Back,"Pain and weight in back; tired and weak. Aching and burning across the lumbar region; can trace outlines of kidneys by constant burning. Boring pain in lumbar region, extending down legs. Great languor, better exercising."
HELONIAS DIOICA,Female,"Dragging in sacral region, with prolapse, especially after a miscarriage. Pruritus vulvae. Backache after miscarriage (Kali c). Weight and soreness in womb; conscious of womb. Menses too frequent, too profuse. Leucorrhoea. Breasts swollen, nipples painful and tender. Parts hot, red, swollen; burn and itch terribly. Albuminuria during pregnancy. Debility attending the menopause."
HELONIAS DIOICA,Urine,"Albuminous, phosphatic; profuse and clear, saccharine. Diabetes."
HELONIAS DIOICA,Extremities,Sensation as if a cool wind streamed up calves of legs. Feet feel numb when sitting.
HELONIAS DIOICA,Modalities,"Better, when doing something (mental diversion). Worse, motion, touch."
HELONIAS DIOICA,Relationship,"Compare: Agrimonia-Cockleburr--(painful kidneys, impaired digestion and menstrual difficulties; Bronchorrhoea and catarrh of bladder. Cough with profuse expectoration attended with expulsion of urine. Tincture 1-10 gtt). Aletris; Lilium; Puls; Senecio; Stannum."
HELONIAS DIOICA,Dose,"Tincture, to sixth attenuation."
HELLEBORUS NIGER,Mind,Slow in answering. Thoughtless; staring. Involuntary sighing. Complete unconsciousness. Picks lips and clothes.
HELLEBORUS NIGER,Head,"Forehead wrinkled in folds. Cold sweat. Stupefying headache. Rolls head day and night; moaning, sudden screams. Bores head into pillow; beats it with hands. Dull pain in occiput, with sensation of water swashing inside. Headache culminates in vomiting."
HELLEBORUS NIGER,Eyes,"Eyeballs turn upwards; squinting, vacant look. Pupils dilated. Eyes wide open, sunken. Night-blindness."
HELLEBORUS NIGER,Nose,"Dirty, dry nostrils. Rubs nose. Smell diminished. Nose pointed."
HELLEBORUS NIGER,Face,"Pale, sunken. Cold sweat. Wrinkled. Neuralgia on left side; parts so tender he cannot chew."
HELLEBORUS NIGER,Mouth,"Horrible smell from mouth. Lips dry and cracked. Tongue red and dry. Falling of lower jaw. Meaningless picking of lips. Grinding of teeth. Chewing motion. Greedily swallows cold water, though unconscious. Child nurses greedily, with disgust for food. Ptyalism, with sore corners of mouth."
HELLEBORUS NIGER,Abdomen,"Gurgling, as if bowels were full of water. Swollen, painful to touch."
HELLEBORUS NIGER,Stool,"Jelly-like, white mucus; involuntary."
HELLEBORUS NIGER,Urine,"Suppressed; scanty, dark; coffee-grounds sediment. Frequent urging. Child cannot urinate. Bladder overdistended."
HELLEBORUS NIGER,Respiratory,Frequent sighing. Respiration irregular. Chest constricted; gasps for breath. Hydrothorax (Merc sulph).
HELLEBORUS NIGER,Extremities,Automatic motion of one arm and leg. Limbs heavy and painful. Stretching of limbs. Thumb drawn into palm (Cupr). Vesicular eruption between fingers and toes.
HELLEBORUS NIGER,Sleep,Sudden screams in sleep. Soporous sleep. Cri encephalique. Cannot be fully aroused.
HELLEBORUS NIGER,Skin,"Pale, dropsical, itching. Livid spots on skin. Sudden, watery, swelling of skin. Falling off of hair and nails. Angio-neurotic oedema."
HELLEBORUS NIGER,Modalities,"Worse, from evening until morning, from uncovering."
HELLEBORUS NIGER,Relationship,"(Hellebor faetidus, or, Polymnia-Bear's foot--Acts especially on spleen (Ceanothus); also rectum and sciatic nerve. Splenic pains extend to scapula, neck and head, worse left side and evening; chronic ague cake; hypertrophied uterus; glandular enlargements; hair and nails falling off; skin peeling). Hellebor orientalis (salivation)."
HELLEBORUS NIGER,Dose,"Tincture, to third potency."
HELODERMA,Head,"Very depressed. Sensation as if would fall to right side. Cold band around head; cold pressure within the skull. Eyelids heavy. Pain beginning in right ear, extending round back of head to left ear."
HELODERMA,Face,"Cold crawling feeling, as if facial muscles were tight."
HELODERMA,Mouth,"Tongue cold, tender, and dry. Very thirsty. Swallowing difficult. Breath cold."
HELODERMA,Chest,Cold feeling in lungs and in heart. Slow labored thumping of heart.
HELODERMA,Back,Coldness across scapulae. Burning along spine.
HELODERMA,Extremities,"Numbness and trembling. Cyanosis of hands. Coldness. Sensation as if walking on sponge, and as if feet were swollen. Staggering gait. Cock's gait. When walking, lifts feet higher than usual, and puts down heel hard. Feet cold as ice or burn. Stretching relieves pains in muscles and limbs."
HELODERMA,Fever,"Internal coldness, as if frozen to death. Cold rings around body. Cold waves (Abies c; Acon). Cold spots. Arctic coldness. Temperature subnormal-96Â° (Camph)."
HELODERMA,Relationship,Compare: Lacerta-Green Lizard (skin eruptions. Vesicles under tongue. Increased mental acumen. Difficult swallowing. Constant accumulation of saliva in the mouth. Nausea; violent pressure in stomach). Camphor; Lachesis.
HELODERMA,Dose,Thirtieth potency.
HEDEOMA PULEGIOIDES,Head,"Dull, heavy feeling in morning. Sore pain, as from a cut. Weak, faint; better, lying down."
HEDEOMA PULEGIOIDES,Stomach,Gastritis. Everything taken into stomach causes pain. Tongue coated thin white. Nausea.
HEDEOMA PULEGIOIDES,Abdomen,"Distended, sore, and sensitive."
HEDEOMA PULEGIOIDES,Urine,"Frequent urging, cutting pains. Pain along left ureter. Dragging pain from kidney to bladder. Dull burning pain over left kidney. Burning irritation at neck of bladder causing frequent intense desire to urinate and inability to retain urine for more than few minutes, better urinating."
HEDEOMA PULEGIOIDES,Female,"Bearing-down pains, with much backache; worse, least movement. Leucorrhoea, with itching and burning Ovaries congested and painful; bearing-down spasmodic contractions."
HEDEOMA PULEGIOIDES,Extremities,"Pain in thumb-joint. Pain, coldness, and paretic condition. Twitchings, jerkings, soreness. Tendo-Achilles painful, as if sprained and swollen; walking painful."
HEDEOMA PULEGIOIDES,Relationship,"Compare: Mentha; Sepia; Lilium; Ocimum (uric acid diathesis, pain in ureters). Hedera Helix--Common Ivy--(Delirium and chronic convulsions. Chronic hydrocephalus Rhinorrhea, cerebro-spinalis. Cataract. Acts on blood vessels, menorrhagia). Glechoma Hederacea--Ground Ivy--(Haemorrhoids with rectal irritation and bleeding. Diarrhoea. Anus feels raw and sore. Cough with laryngeal and tracheal irritation. Glandula sub-mentalis inflamed)."
HEDEOMA PULEGIOIDES,Dose,First potency.
HECLA LAVA,Face,"Ulceration of nasal bones. Facial neuralgia from carious teeth and after extraction. Toothache, with swelling about jaws. Abscess of gums. Enlargement of maxillary bone. Cervical glands enlarged and indurated."
HECLA LAVA,Relationship,Compare: Silica; Mercur; Phos; Conchiolinum--Mother of pearl (diaphysis of bone affected; parts extremely sensitive to touch).
HECLA LAVA,Dose,Lower triturations.
GYMNOCLADUS CANADENSIS,Face,Sensation as of flies crawling over face. Erysipelas. Great sensibility of teeth.
GYMNOCLADUS CANADENSIS,Throat,"Sore; dark livid redness of fauces and tonsils. Sticking pain. Mucus in throat and hawking. Tickling, with dry cough."
GYMNOCLADUS CANADENSIS,Relationship,Compare: Lachnant; Laches; Ailanth; Rhus.
GYMNOCLADUS CANADENSIS,Dose,Lower attenuations.
HAEMATOXYLON CAMPECHIANUM,Head,"Feels constricted; heavy, hot. Eyelids heavy."
HAEMATOXYLON CAMPECHIANUM,Stomach,"Painful digging from abdomen to throat, causing pain in region of heart with oppression. Colic, tympanitis. Borborygmi and diarrhoea. Swollen, painful."
HAEMATOXYLON CAMPECHIANUM,Chest,"Constriction, extending to epigastrium. Sensation of a bar across chest. Convulsive pain in heart region with oppression. Great soreness in region of heart. Palpitation."
HAEMATOXYLON CAMPECHIANUM,Female,"Pain in hypogastrium, attended with slimy, whitish leucorrhoea. Weak feeling, with painful bearing down sensation at menstrual period."
HAEMATOXYLON CAMPECHIANUM,Relationship,Compare: Cactus; Colocy; Naja.
HAEMATOXYLON CAMPECHIANUM,Dose,Third potency.
GUAJACUM OFFICINALE,Mind,Forgetful; thoughtless; staring. Slow to comprehend.
GUAJACUM OFFICINALE,Head,"Gouty and rheumatic pain in head and face, extending to neck. Tearing pain in skull; worse, cold, wet weather. Feels swollen, and blood-vessels distended. Aching in left ear. Pains often end in a stitch, especially in head."
GUAJACUM OFFICINALE,Eyes,Pupils dilated. Eyelids appear too short. Pimples around eyes.
GUAJACUM OFFICINALE,Throat,"Rheumatic sore throat with weak throat muscles. Throat dry, burns, swollen, stitches toward ear. Acute tonsillitis. Syphilitic sore throat."
GUAJACUM OFFICINALE,Stomach,Tongue furred. Desire for apples and other fruits. Aversion to milk. Burning in stomach. Constricted epigastric region.
GUAJACUM OFFICINALE,Abdomen,"Intestinal fermentation. Much wind in bowels. Diarrhoea, cholera infantum."
GUAJACUM OFFICINALE,Urinary,Sharp stitches after urinating. Constant desire.
GUAJACUM OFFICINALE,Respiratory,"Feels suffocated. Dry, tight cough. Fetid breath after coughing. Pleuritic stitches. Chest pains in articulations of ribs, with shortness of breathing till expectoration sets in."
GUAJACUM OFFICINALE,Female,"Ovaritis in rheumatic patients, with irregular menstruation and dysmenorrhoea, and irritable bladder."
GUAJACUM OFFICINALE,Back,Pain from head to neck. Aching in nape. Stiff neck and sore shoulders. Stitches between scapulae to occiput. Contractive pain between scapulae.
GUAJACUM OFFICINALE,Extremities,"Rheumatic pain in shoulders, arms and hands. Growing pains (Phos ac). Pricking in nates. Sciatica and lumbago. Gouty tearing, with contractions. Immovable stiffness. Ankle pain extending up the leg, causing lameness. Joints swollen, painful, and intolerant of pressure; can bear no heat. Stinging pain in limbs. Arthritic lancinations followed by contraction of limbs. A feeling of heat in the affected limbs."
